shift_description,date,start_time,end_time,duration_minutes,shift_id,task,invigilator_id,weekday,campus
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08,13:00,15:30,150,20260608_3,LTK_CBCT,CB032,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08,13:00,15:30,150,20260608_3,LTK_CBCT,CB011,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08,13:00,15:30,150,20260608_3,LTK_CBCT,CB047,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08,13:00,15:30,150,20260608_3,LTK_CBCT,CB072,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08,13:00,15:30,150,20260608_3,LTK_CBCT,CB040,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08,13:00,15:30,150,20260608_3,LTK_CBCT,CB020,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08,13:00,15:30,150,20260608_3,LTK_CBCT,CB050,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08,13:00,15:30,150,20260608_3,LTK_CBCT,CB069,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08,13:00,15:30,150,20260608_3,LTK_CBCT,CB042,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08,13:00,15:30,150,20260608_3,LTK_CBCT,CB027,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08,13:00,15:30,150,20260608_3,LTK_CBCT,CB052,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08,13:00,15:30,150,20260608_3,LTK_CBCT,CB023,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08,13:00,15:30,150,20260608_3,LTK_CBCT,CB055,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08,13:00,15:30,150,20260608_3,LTK_CBCT,CB057,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08,13:00,15:30,150,20260608_3,LTK_CBCT,CB059,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08,13:00,15:30,150,20260608_3,LTK_CBCT,CB026,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08,13:00,15:30,150,20260608_3,LTK_CBCT,CB033,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08,13:00,15:30,150,20260608_3,LTK_CBCT,CB062,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08,13:00,15:30,150,20260608_3,LTK_CBCT,CB058,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 3: 13g00-15g30",2026-06-08,13:00,15:30,150,20260608_3,LTK_CBCT,CB007,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 4: 15g30-18g00",2026-06-08,15:30,18:00,150,20260608_4,LTK_CBCT,CB058,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 4: 15g30-18g00",2026-06-08,15:30,18:00,150,20260608_4,LTK_CBCT,CB007,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 4: 15g30-18g00",2026-06-08,15:30,18:00,150,20260608_4,LTK_CBCT,CB059,Thứ 2,Cơ sở 1
"Thứ 2, 08/06/2026, Ca 4: 15g30-18g00",2026-06-08,15:30,18:00,150,20260608_4,LTK_CBCT,CB056,Thứ 2,Cơ sở 1
"Thứ 3, 09/06/2026, Ca 2: 09g30-12g00",2026-06-09,09:30,12:00,150,20260609_2,DiAn_CBCT,CB054,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 2: 09g30-12g00",2026-06-09,09:30,12:00,150,20260609_2,DiAn_CBCT,CB016,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 2: 09g30-12g00",2026-06-09,09:30,12:00,150,20260609_2,DiAn_CBCT,CB017,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 2: 09g30-12g00",2026-06-09,09:30,12:00,150,20260609_2,DiAn_CBCT,CB018,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 2: 09g30-12g00",2026-06-09,09:30,12:00,150,20260609_2,DiAn_CBCT,CB019,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 2: 09g30-12g00",2026-06-09,09:30,12:00,150,20260609_2,DiAn_CBCT,CB049,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 2: 09g30-12g00",2026-06-09,09:30,12:00,150,20260609_2,DiAn_CBCT,CB025,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 2: 09g30-12g00",2026-06-09,09:30,12:00,150,20260609_2,DiAn_CBCT,CB022,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 2: 09g30-12g00",2026-06-09,09:30,12:00,150,20260609_2,DiAn_CBCT,CB072,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 2: 09g30-12g00",2026-06-09,09:30,12:00,150,20260609_2,DiAn_CBCT,CB045,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 2: 09g30-12g00",2026-06-09,09:30,12:00,150,20260609_2,DiAn_CBCT,CB033,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 2: 09g30-12g00",2026-06-09,09:30,12:00,150,20260609_2,DiAn_CBCT,CB034,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 2: 09g30-12g00",2026-06-09,09:30,12:00,150,20260609_2,DiAn_CBCT,CB038,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 2: 09g30-12g00",2026-06-09,09:30,12:00,150,20260609_2,DiAn_CBCT,CB007,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 2: 09g30-12g00",2026-06-09,09:30,12:00,150,20260609_2,DiAn_CBCT,CB042,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 2: 09g30-12g00",2026-06-09,09:30,12:00,150,20260609_2,DiAn_CBCT,CB039,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 2: 09g30-12g00",2026-06-09,09:30,12:00,150,20260609_2,DiAn_CBCT,CB071,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 2: 09g30-12g00",2026-06-09,09:30,12:00,150,20260609_2,DiAn_CBCT,CB009,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 2: 09g30-12g00",2026-06-09,09:30,12:00,150,20260609_2,DiAn_CBCT,CB008,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 2: 09g30-12g00",2026-06-09,09:30,12:00,150,20260609_2,DiAn_CBCT,CB048,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 2: 09g30-12g00",2026-06-09,09:30,12:00,150,20260609_2,LTK_Thư ký,CB047,Thứ 3,Cơ sở 1
"Thứ 3, 09/06/2026, Ca 2: 09g30-12g00",2026-06-09,09:30,12:00,150,20260609_2,LTK_Thư ký,CB020,Thứ 3,Cơ sở 1
"Thứ 3, 09/06/2026, Ca 2: 09g30-12g00",2026-06-09,09:30,12:00,150,20260609_2,LTK_Thư ký,CB026,Thứ 3,Cơ sở 1
"Thứ 3, 09/06/2026, Ca 2: 09g30-12g00",2026-06-09,09:30,12:00,150,20260609_2,LTK_Thư ký,CB024,Thứ 3,Cơ sở 1
"Thứ 3, 09/06/2026, Ca 2: 09g30-12g00",2026-06-09,09:30,12:00,150,20260609_2,LTK_Thư ký,CB040,Thứ 3,Cơ sở 1
"Thứ 3, 09/06/2026, Ca 3: 13g00-15g30",2026-06-09,13:00,15:30,150,20260609_3,DiAn_CBCT,CB022,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 3: 13g00-15g30",2026-06-09,13:00,15:30,150,20260609_3,DiAn_CBCT,CB049,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 3: 13g00-15g30",2026-06-09,13:00,15:30,150,20260609_3,DiAn_CBCT,CB045,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 3: 13g00-15g30",2026-06-09,13:00,15:30,150,20260609_3,DiAn_CBCT,CB033,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 3: 13g00-15g30",2026-06-09,13:00,15:30,150,20260609_3,DiAn_CBCT,CB034,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 3: 13g00-15g30",2026-06-09,13:00,15:30,150,20260609_3,DiAn_CBCT,CB038,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 3: 13g00-15g30",2026-06-09,13:00,15:30,150,20260609_3,DiAn_CBCT,CB007,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 3: 13g00-15g30",2026-06-09,13:00,15:30,150,20260609_3,DiAn_CBCT,CB042,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 3: 13g00-15g30",2026-06-09,13:00,15:30,150,20260609_3,DiAn_CBCT,CB039,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 3: 13g00-15g30",2026-06-09,13:00,15:30,150,20260609_3,DiAn_CBCT,CB071,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 3: 13g00-15g30",2026-06-09,13:00,15:30,150,20260609_3,DiAn_CBCT,CB009,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 3: 13g00-15g30",2026-06-09,13:00,15:30,150,20260609_3,DiAn_CBCT,CB008,Thứ 3,Cơ sở 2
"Thứ 3, 09/06/2026, Ca 3: 13g00-15g30",2026-06-09,13:00,15:30,150,20260609_3,DiAn_CBCT,CB048,Thứ 3,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,DiAn_CBCT,CB049,Thứ 4,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,DiAn_CBCT,CB046,Thứ 4,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,DiAn_CBCT,CB009,Thứ 4,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,DiAn_CBCT,CB013,Thứ 4,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,DiAn_CBCT,CB073,Thứ 4,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,DiAn_CBCT,CB054,Thứ 4,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,DiAn_CBCT,CB056,Thứ 4,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,DiAn_CBCT,CB014,Thứ 4,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,DiAn_CBCT,CB057,Thứ 4,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,DiAn_CBCT,CB058,Thứ 4,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,DiAn_CBCT,CB037,Thứ 4,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,DiAn_CBCT,CB062,Thứ 4,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,DiAn_CBCT,CB016,Thứ 4,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,DiAn_CBCT,CB060,Thứ 4,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,DiAn_CBCT,CB041,Thứ 4,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,DiAn_CBCT,CB023,Thứ 4,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,DiAn_CBCT,CB044,Thứ 4,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,DiAn_CBCT,CB043,Thứ 4,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,DiAn_CBCT,CB021,Thứ 4,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,DiAn_CBCT,CB053,Thứ 4,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,DiAn_CBCT,CB072,Thứ 4,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,DiAn_CBCT,CB050,Thứ 4,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,DiAn_CBCT,CB069,Thứ 4,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,DiAn_CBCT,CB038,Thứ 4,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,DiAn_CBCT,CB028,Thứ 4,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,DiAn_CBCT,CB042,Thứ 4,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,DiAn_CBCT,CB025,Thứ 4,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,DiAn_CBCT,CB030,Thứ 4,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,DiAn_CBCT,CB055,Thứ 4,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,DiAn_CBCT,CB059,Thứ 4,Cơ sở 2
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,LTK_Thư ký,CB006,Thứ 4,Cơ sở 1
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,LTK_Thư ký,CB065,Thứ 4,Cơ sở 1
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,LTK_Thư ký,CB005,Thứ 4,Cơ sở 1
"Thứ 4, 10/06/2026, Ca 3: 13g00-15g30",2026-06-10,13:00,15:30,150,20260610_3,LTK_Thư ký,CB032,Thứ 4,Cơ sở 1
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,DiAn_CBCT,CB049,Thứ 5,Cơ sở 2
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,DiAn_CBCT,CB020,Thứ 5,Cơ sở 2
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,DiAn_CBCT,CB069,Thứ 5,Cơ sở 2
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,DiAn_CBCT,CB051,Thứ 5,Cơ sở 2
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,DiAn_CBCT,CB048,Thứ 5,Cơ sở 2
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,DiAn_CBCT,CB054,Thứ 5,Cơ sở 2
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,DiAn_CBCT,CB056,Thứ 5,Cơ sở 2
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,DiAn_CBCT,CB014,Thứ 5,Cơ sở 2
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,DiAn_CBCT,CB057,Thứ 5,Cơ sở 2
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,DiAn_CBCT,CB071,Thứ 5,Cơ sở 2
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,DiAn_CBCT,CB059,Thứ 5,Cơ sở 2
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,DiAn_CBCT,CB062,Thứ 5,Cơ sở 2
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,DiAn_CBCT,CB047,Thứ 5,Cơ sở 2
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,DiAn_CBCT,CB039,Thứ 5,Cơ sở 2
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,DiAn_CBCT,CB017,Thứ 5,Cơ sở 2
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,DiAn_CBCT,CB032,Thứ 5,Cơ sở 2
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,DiAn_CBCT,CB019,Thứ 5,Cơ sở 2
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,DiAn_CBCT,CB044,Thứ 5,Cơ sở 2
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,DiAn_CBCT,CB025,Thứ 5,Cơ sở 2
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,DiAn_CBCT,CB022,Thứ 5,Cơ sở 2
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,DiAn_CBCT,CB040,Thứ 5,Cơ sở 2
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,DiAn_CBCT,CB012,Thứ 5,Cơ sở 2
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,DiAn_CBCT,CB030,Thứ 5,Cơ sở 2
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,DiAn_CBCT,CB045,Thứ 5,Cơ sở 2
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,DiAn_CBCT,CB033,Thứ 5,Cơ sở 2
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,DiAn_CBCT,CB034,Thứ 5,Cơ sở 2
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,DiAn_CBCT,CB009,Thứ 5,Cơ sở 2
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,DiAn_CBCT,CB007,Thứ 5,Cơ sở 2
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,DiAn_CBCT,CB041,Thứ 5,Cơ sở 2
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,LTK_Thư ký,CB026,Thứ 5,Cơ sở 1
"Thứ 5, 11/06/2026, Ca 3: 13g00-15g30",2026-06-11,13:00,15:30,150,20260611_3,LTK_Thư ký,CB068,Thứ 5,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12,07:00,09:30,150,20260612_1,LTK_CBCT,CB011,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12,07:00,09:30,150,20260612_1,LTK_CBCT,CB012,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12,07:00,09:30,150,20260612_1,LTK_CBCT,CB013,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12,07:00,09:30,150,20260612_1,LTK_CBCT,CB015,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12,07:00,09:30,150,20260612_1,LTK_CBCT,CB021,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12,07:00,09:30,150,20260612_1,LTK_CBCT,CB022,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12,07:00,09:30,150,20260612_1,LTK_CBCT,CB072,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12,07:00,09:30,150,20260612_1,LTK_CBCT,CB024,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12,07:00,09:30,150,20260612_1,LTK_CBCT,CB031,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12,07:00,09:30,150,20260612_1,LTK_CBCT,CB059,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12,07:00,09:30,150,20260612_1,LTK_CBCT,CB036,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12,07:00,09:30,150,20260612_1,LTK_CBCT,CB037,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12,07:00,09:30,150,20260612_1,LTK_CBCT,CB068,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12,07:00,09:30,150,20260612_1,LTK_CBCT,CB070,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12,07:00,09:30,150,20260612_1,LTK_CBCT,CB009,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12,07:00,09:30,150,20260612_1,LTK_CBCT,CB042,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12,07:00,09:30,150,20260612_1,LTK_CBCT,CB049,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12,07:00,09:30,150,20260612_1,LTK_CBCT,CB010,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12,07:00,09:30,150,20260612_1,LTK_CBCT,CB046,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12,07:00,09:30,150,20260612_1,LTK_CBCT,CB067,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12,07:00,09:30,150,20260612_1,LTK_CBCT,CB008,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12,07:00,09:30,150,20260612_1,LTK_CBCT,CB050,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12,07:00,09:30,150,20260612_1,LTK_CBCT,CB069,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12,07:00,09:30,150,20260612_1,LTK_CBCT,CB019,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12,07:00,09:30,150,20260612_1,LTK_CBCT,CB053,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12,07:00,09:30,150,20260612_1,LTK_CBCT,CB055,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12,07:00,09:30,150,20260612_1,LTK_CBCT,CB056,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12,07:00,09:30,150,20260612_1,LTK_CBCT,CB047,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12,07:00,09:30,150,20260612_1,LTK_CBCT,CB014,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 1: 07g00-09g30",2026-06-12,07:00,09:30,150,20260612_1,LTK_CBCT,CB054,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 2: 09g30-12g00",2026-06-12,09:30,12:00,150,20260612_2,LTK_CBCT,CB032,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 2: 09g30-12g00",2026-06-12,09:30,12:00,150,20260612_2,LTK_CBCT,CB069,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 2: 09g30-12g00",2026-06-12,09:30,12:00,150,20260612_2,LTK_CBCT,CB028,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 2: 09g30-12g00",2026-06-12,09:30,12:00,150,20260612_2,LTK_CBCT,CB029,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12,13:00,15:30,150,20260612_3,LTK_CBCT,CB011,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12,13:00,15:30,150,20260612_3,LTK_CBCT,CB012,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12,13:00,15:30,150,20260612_3,LTK_CBCT,CB013,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12,13:00,15:30,150,20260612_3,LTK_CBCT,CB015,Thứ 6,Cơ sở 1
"Thứ 6, 12/06/2026, Ca 3: 13g00-15g30",2026-06-12,13:00,15:30,150,20260612_3,LTK_CBCT,CB021,Thứ 6,Cơ sở 1
